date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:30:41	22982/22982	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%22137876b258672b76fd13fc80a9502d83%22	https://www.schloss-freudenfels.ch/en/sommerfrische/www.causewecare.ch	/Users/trbrmrdr/Documents/Project/hirvosti-master/schloss-freudenfels-local/www.schloss-freudenfels.ch/en/sommerfrische/www.causewecare.5a.delayed	(from https://www.schloss-freudenfels.ch/en/sommerfrische/index.html)
19:30:42	263/263	---MC-	403	error ('Forbidden')	application/xml	date:Fri,%2012%20Jun%202026%2016:30:41%20GMT	https://schloss-freudenfels.cdn.prismic.io/schloss-freudenfels/aXYHXgIvOtkhB6pH_SFSeminarFactsheet+Preisliste2026.pdf	/Users/trbrmrdr/Documents/Project/hirvosti-master/schloss-freudenfels-local/schloss-freudenfels.cdn.prismic.io/schloss-freudenfels/aXYHXgIvOtkhB6pH_SFSeminarFactsheet+Preisliste2026.pdf	(from https://www.schloss-freudenfels.ch/de/seminar/index.html)
19:30:45	22982/22982	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%22137876b258672b76fd13fc80a9502d83%22	https://www.schloss-freudenfels.ch/en/lieferanten/www.tgmost.ch	/Users/trbrmrdr/Documents/Project/hirvosti-master/schloss-freudenfels-local/www.schloss-freudenfels.ch/en/lieferanten/www.tgmost.5e.delayed	(from https://www.schloss-freudenfels.ch/en/lieferanten/index.html)
19:30:46	1381035/1381035	---MCZ	200	added ('OK')	application/pdf	etag:W/%226b9df8cfcbe3646d97aa48b2dd9785dc%22	https://schloss-freudenfels.cdn.prismic.io/schloss-freudenfels/Z1LYtpbqstJ98IBD_SFWinterangebotFlyer-2025-.pdf	/Users/trbrmrdr/Documents/Project/hirvosti-master/schloss-freudenfels-local/schloss-freudenfels.cdn.prismic.io/schloss-freudenfels/Z1LYtpbqstJ98IBD_SFWinterangebotFlyer-2025-.pdf	(from https://www.schloss-freudenfels.ch/de/seminar/index.html)
19:30:47	54134/54134	---MCZ	200	added ('OK')	application/pdf	etag:W/%22207c24fbcf1d34ab97a30c11355eaf26%22	https://schloss-freudenfels.cdn.prismic.io/schloss-freudenfels/Z2gFq5bqstJ98xEE_Menu.pdf	/Users/trbrmrdr/Documents/Project/hirvosti-master/schloss-freudenfels-local/schloss-freudenfels.cdn.prismic.io/schloss-freudenfels/Z2gFq5bqstJ98xEE_Menu.pdf	(from https://www.schloss-freudenfels.ch/de/theater-annet-am-rhy/index.html)
19:30:50	88147/88147	---MCZ	200	added ('OK')	application/pdf	etag:W/%22973046e0982ef45bbc18f0e0949f0441%22	https://schloss-freudenfels.cdn.prismic.io/schloss-freudenfels/Z63fx5bqstJ9-kUJ_2025-03-30DinnerKonzert.pdf	/Users/trbrmrdr/Documents/Project/hirvosti-master/schloss-freudenfels-local/schloss-freudenfels.cdn.prismic.io/schloss-freudenfels/Z63fx5bqstJ9-kUJ_2025-03-30DinnerKonzert.pdf	(from https://www.schloss-freudenfels.ch/de/chor-der-100/index.html)
19:30:51	111162/111162	---MCZ	200	added ('OK')	application/pdf	etag:W/%22bc3ba71a36c300efe9080da5e4b1da7d%22	https://schloss-freudenfels.cdn.prismic.io/schloss-freudenfels/aG0sQ0MqNJQqHrbv_Men%c3%bcAlcomedian.pdf	/Users/trbrmrdr/Documents/Project/hirvosti-master/schloss-freudenfels-local/schloss-freudenfels.cdn.prismic.io/schloss-freudenfels/aG0sQ0MqNJQqHrbv_Men%C3%BCAlcomedian.pdf	(from https://www.schloss-freudenfels.ch/de/comedy-dinner/index.html)
19:30:51	646869/646869	---MCZ	200	added ('OK')	application/pdf	etag:W/%2220eebf7300d07ae7b4c10cc752c99fab%22	https://schloss-freudenfels.cdn.prismic.io/schloss-freudenfels/aPdbJLpReVYa3glW_251021_SFRahmenprogramm2025ffUpdate-DE-.pdf	/Users/trbrmrdr/Documents/Project/hirvosti-master/schloss-freudenfels-local/schloss-freudenfels.cdn.prismic.io/schloss-freudenfels/aPdbJLpReVYa3glW_251021_SFRahmenprogramm2025ffUpdate-DE-.pdf	(from https://www.schloss-freudenfels.ch/de/seminar/index.html)
19:30:51	774230/774230	---MCZ	200	added ('OK')	application/pdf	etag:W/%220ef4985878ae7ae9b311035c6e7da996%22	https://schloss-freudenfels.cdn.prismic.io/schloss-freudenfels/ec6f7dc7-d5cc-474f-93cb-260ab8f5c5d8_TVChannels.pdf	/Users/trbrmrdr/Documents/Project/hirvosti-master/schloss-freudenfels-local/schloss-freudenfels.cdn.prismic.io/schloss-freudenfels/TVChannels.pdf	(from https://www.schloss-freudenfels.ch/de/senderliste/index.html)
19:30:53	473943/473943	---MCZ	200	added ('OK')	application/pdf	etag:W/%22ee631c38c7712d081d7516b7bbb73303%22	https://schloss-freudenfels.cdn.prismic.io/schloss-freudenfels/afiLDsBOoF08xkrn_ServiceMitarbeiterperAugust26.pdf	/Users/trbrmrdr/Documents/Project/hirvosti-master/schloss-freudenfels-local/schloss-freudenfels.cdn.prismic.io/schloss-freudenfels/afiLDsBOoF08xkrn_ServiceMitarbeiterperAugust26.pdf	(from https://www.schloss-freudenfels.ch/de/arbeiten-auf-dem-schloss/index.html)
19:30:54	22982/22982	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%22137876b258672b76fd13fc80a9502d83%22	https://www.schloss-freudenfels.ch/de/e-mail-formular/?id=%2B8kDZnsSQb1%2BM1RofXQkSRWzX8rezw4H	/Users/trbrmrdr/Documents/Project/hirvosti-master/schloss-freudenfels-local/www.schloss-freudenfels.ch/de/e-mail-formular/indexec15.html	(from https://www.schloss-freudenfels.ch/en/legal/index.html)
